tfclass:id	tfclass:superclass	tfclass:class	tfclass:family	tfclass:subfamily	curated:uniprot_ac	tfclass:source	curated:uniprot_id	auto:protein_name	auto:gene_symbol	auto:gene_synonyms	auto:hgnc	auto:mgi	auto:entrez	GRECO_dbTF
3.3.1.15.5	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXO	A8MYZ6	http://tfclass.bioinf.med.uni-goettingen.de/	FOXO6_HUMAN	Forkhead box protein O6	FOXO6		24814;			yes
3.3.1.15.5	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXO	Q70KY4	http://tfclass.bioinf.med.uni-goettingen.de/	FOXO6_MOUSE	Forkhead box protein O6	Foxo6			2676586;	329934;	yes
3.3.1.16.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	Q9H334	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP1_HUMAN	Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH)	FOXP1		3823;		27086;	yes
3.3.1.16.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	P58462	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP1_MOUSE	Forkhead box protein P1 (Forkhead-related transcription factor 1)	Foxp1			1914004;	108655;	yes
3.3.1.16.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	O15409	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP2_HUMAN	Forkhead box protein P2 (CAG repeat protein 44) (Trinucleotide repeat-containing gene 10 protein)	FOXP2	CAGH44 TNRC10	13875;		93986;	yes
3.3.1.16.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	P58463	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP2_MOUSE	Forkhead box protein P2	Foxp2			2148705;	114142;	yes
3.3.1.16.3	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	Q9BZS1	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP3_HUMAN	Forkhead box protein P3 (Scurfin) [Cleaved into: Forkhead box protein P3, C-terminally processed; Forkhead box protein P3 41 kDa form]	FOXP3	IPEX	6106;		50943;	yes
3.3.1.16.3	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	Q99JB6	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP3_MOUSE	Forkhead box protein P3 (Scurfin) [Cleaved into: Forkhead box protein P3, C-terminally processed; Forkhead box protein P3 41 kDa form]	Foxp3			1891436;	20371;	yes
3.3.1.16.4	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	Q8IVH2	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP4_HUMAN	Forkhead box protein P4 (Fork head-related protein-like A)	FOXP4	FKHLA	20842;		116113;	yes
3.3.1.16.4	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXP	Q9DBY0	http://tfclass.bioinf.med.uni-goettingen.de/	FOXP4_MOUSE	Forkhead box protein P4 (Fork head-related protein-like A) (mFKHLA)	Foxp4			1921373;	74123;	yes
3.3.1.17.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXQ	Q9C009	http://tfclass.bioinf.med.uni-goettingen.de/	FOXQ1_HUMAN	Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)	FOXQ1	HFH1	20951;		94234;	yes
3.3.1.17.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXQ	O70220	http://tfclass.bioinf.med.uni-goettingen.de/	FOXQ1_MOUSE	Forkhead box protein Q1 (HFH-1l) (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)	Foxq1	Hfh1 Hfh1l		1298228;	15220;	yes
3.3.1.18.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXR	Q6PIV2	http://tfclass.bioinf.med.uni-goettingen.de/	FOXR1_HUMAN	Forkhead box protein R1 (Forkhead box protein N5)	FOXR1	FOXN5	29980;		283150;	yes
3.3.1.18.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXR	Q3UTB7	http://tfclass.bioinf.med.uni-goettingen.de/	FOXR1_MOUSE	Forkhead box protein R1 (Forkhead box protein N5)	Foxr1	Foxn5 Gm1115		2685961;	382074;	yes
3.3.1.18.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXR	Q6PJQ5	http://tfclass.bioinf.med.uni-goettingen.de/	FOXR2_HUMAN	Forkhead box protein R2 (Forkhead box protein N6)	FOXR2	FOXN6	30469;		139628;	yes
3.3.1.18.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXR	Q3UM89	http://tfclass.bioinf.med.uni-goettingen.de/	FOXR2_MOUSE	Forkhead box protein R2 (Forkhead box protein N6)	Foxr2	Foxn6		3511682;	436240;	yes
3.3.1.19.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXS	O43638	http://tfclass.bioinf.med.uni-goettingen.de/	FOXS1_HUMAN	Forkhead box protein S1 (Forkhead-like 18 protein) (Forkhead-related transcription factor 10) (FREAC-10)	FOXS1	FKHL18 FREAC10	3735;		2307;	yes
3.3.1.19.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXS	Q61574	http://tfclass.bioinf.med.uni-goettingen.de/	FOXS1_MOUSE	Forkhead box protein S1 (Forkhead-like 18 protein) (Forkhead-related transcription factor 10) (FREAC-10) (Transcription factor FKH-3)	Foxs1	Fkh3 Fkhl18 Freac10		95546;	14239;	yes
3.3.1.2.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXB	Q99853	http://tfclass.bioinf.med.uni-goettingen.de/	FOXB1_HUMAN	Forkhead box protein B1 (Transcription factor FKH-5)	FOXB1	FKH5	3799;		27023;	yes
3.3.1.2.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXB	Q64732	http://tfclass.bioinf.med.uni-goettingen.de/	FOXB1_MOUSE	Forkhead box protein B1 (Transcription factor FKH-5)	Foxb1	Fkh5 Foxb1a Foxb1b Mf3		1927549;	64290;	yes
3.3.1.2.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXB	Q5VYV0	http://tfclass.bioinf.med.uni-goettingen.de/	FOXB2_HUMAN	Forkhead box protein B2	FOXB2		23315;		442425;	yes
3.3.1.2.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXB	Q64733	http://tfclass.bioinf.med.uni-goettingen.de/	FOXB2_MOUSE	Forkhead box protein B2 (Transcription factor FKH-4)	Foxb2	Fkh4		1347468;	14240;	yes
3.3.1.3.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXC	Q12948	http://tfclass.bioinf.med.uni-goettingen.de/	FOXC1_HUMAN	Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3)	FOXC1	FKHL7 FREAC3	3800;		2296;	yes
3.3.1.3.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXC	Q61572	http://tfclass.bioinf.med.uni-goettingen.de/	FOXC1_MOUSE	Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3) (Mesoderm/mesenchyme forkhead 1) (MF-1) (Transcription factor FKH-1)	Foxc1	Fkh1 Fkhl7 Freac3 Mf1		1347466;	17300;	yes
3.3.1.3.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXC	Q99958	http://tfclass.bioinf.med.uni-goettingen.de/	FOXC2_HUMAN	Forkhead box protein C2 (Forkhead-related protein FKHL14) (Mesenchyme fork head protein 1) (MFH-1 protein) (Transcription factor FKH-14)	FOXC2	FKHL14 MFH1	3801;		2303;	yes
3.3.1.3.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXC	Q61850	http://tfclass.bioinf.med.uni-goettingen.de/	FOXC2_MOUSE	Forkhead box protein C2 (Brain factor 3) (BF-3) (Forkhead-related protein FKHL14) (Mesenchyme fork head protein 1) (MFH-1 protein) (Transcription factor FKH-14)	Foxc2	Fkh14 Fkhl14 Mfh1		1347481;	14234;	yes
3.3.1.4.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q16676	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD1_HUMAN	Forkhead box protein D1 (Forkhead-related protein FKHL8) (Forkhead-related transcription factor 4) (FREAC-4)	FOXD1	FKHL8 FREAC4	3802;		2297;	yes
3.3.1.4.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q61345	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD1_MOUSE	Forkhead box protein D1 (Brain factor 2) (BF-2) (Forkhead-related protein FKHL8) (Forkhead-related transcription factor 4) (FREAC-4) (HFH-BF-2)	Foxd1	Fkhl8 Freac4 Hfhbf2		1347463;	15229;	yes
3.3.1.4.10	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q3SYB3	http://tfclass.bioinf.med.uni-goettingen.de/	FX4L6_HUMAN	Forkhead box protein D4-like 6 (FOXD4-like 6)	FOXD4L6		31986;		653404;	yes
3.3.1.4.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	O60548	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD2_HUMAN	Forkhead box protein D2 (Forkhead-related protein FKHL17) (Forkhead-related transcription factor 9) (FREAC-9)	FOXD2	FKHL17 FREAC9	3803;		2306;	yes
3.3.1.4.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	O35392	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD2_MOUSE	Forkhead box protein D2 (Mesoderm/mesenchyme forkhead 2) (MF-2)	Foxd2	Mf2		1347471;	17301;	yes
3.3.1.4.3	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q9UJU5	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD3_HUMAN	Forkhead box protein D3 (HNF3/FH transcription factor genesis)	FOXD3	HFH2	3804;		27022;	yes
3.3.1.4.3	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q61060	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD3_MOUSE	Forkhead box protein D3 (HNF3/FH transcription factor genesis) (Hepatocyte nuclear factor 3 forkhead homolog 2) (HFH-2)	Foxd3	Hfh2		1347473;	15221;	yes
3.3.1.4.4	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q12950	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD4_HUMAN	Forkhead box protein D4 (Forkhead-related protein FKHL9) (Forkhead-related transcription factor 5) (FREAC-5) (Myeloid factor-alpha)	FOXD4	FKHL9 FOXD4A FREAC5	3805;		2298;	yes
3.3.1.4.4	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q60688	http://tfclass.bioinf.med.uni-goettingen.de/	FOXD4_MOUSE	Forkhead box protein D4 (Forkhead-related protein FKHL9) (Forkhead-related transcription factor 5) (FREAC-5) (Transcription factor FKH-2)	Foxd4	Fkh2 Fkhl9 Freac5		1347467;	14237;	yes
3.3.1.4.5	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q9NU39	http://tfclass.bioinf.med.uni-goettingen.de/	FX4L1_HUMAN	Forkhead box protein D4-like 1 (FOXD4-like 1)	FOXD4L1		18521;		200350;	yes
3.3.1.4.7	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q6VB84	http://tfclass.bioinf.med.uni-goettingen.de/	FX4L3_HUMAN	Forkhead box protein D4-like 3 (FOXD4-like 3)	FOXD4L3		18523;		286380;	yes
3.3.1.4.8	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q8WXT5	http://tfclass.bioinf.med.uni-goettingen.de/	FX4L4_HUMAN	Forkhead box protein D4-like 4 (FOXD4-like 4) (Forkhead box protein D4-like 2) (Forkhead box protein D4B) (Myeloid factor-gamma)	FOXD4L4	FOXD4B FOXD4L2	23762;		349334;	yes
3.3.1.4.9	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXD	Q5VV16	http://tfclass.bioinf.med.uni-goettingen.de/	FX4L5_HUMAN	Forkhead box protein D4-like 5 (FOXD4-like 5)	FOXD4L5		18522;		653427;	yes
3.3.1.5.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXE	O00358	http://tfclass.bioinf.med.uni-goettingen.de/	FOXE1_HUMAN	Forkhead box protein E1 (Forkhead box protein E2) (Forkhead-related protein FKHL15) (HFKH4) (HNF-3/fork head-like protein 5) (HFKL5) (Thyroid transcription factor 2) (TTF-2)	FOXE1	FKHL15 FOXE2 TITF2 TTF2	3806;		2304;	yes
3.3.1.5.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXE	Q8R2I0	http://tfclass.bioinf.med.uni-goettingen.de/	FOXE1_MOUSE	Forkhead box protein E1 (Thyroid transcription factor 2) (TTF-2)	Foxe1	Titf2		1353500;	110805;	yes
3.3.1.5.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXE	Q13461	http://tfclass.bioinf.med.uni-goettingen.de/	FOXE3_HUMAN	Forkhead box protein E3 (Forkhead-related protein FKHL12) (Forkhead-related transcription factor 8) (FREAC-8)	FOXE3	FKHL12 FREAC8	3808;		2301;	yes
3.3.1.5.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXE	Q9QY14	http://tfclass.bioinf.med.uni-goettingen.de/	FOXE3_MOUSE	Forkhead box protein E3	Foxe3			1353569;	30923;	yes
3.3.1.6.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXF	Q12946	http://tfclass.bioinf.med.uni-goettingen.de/	FOXF1_HUMAN	Forkhead box protein F1 (Forkhead-related activator 1) (FREAC-1) (Forkhead-related protein FKHL5) (Forkhead-related transcription factor 1)	FOXF1	FKHL5 FREAC1	3809;		2294;	yes
3.3.1.6.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXF	Q61080	http://tfclass.bioinf.med.uni-goettingen.de/	FOXF1_MOUSE	Forkhead box protein F1 (Forkhead-related protein FKHL5) (Forkhead-related transcription factor 1) (FREAC-1) (Hepatocyte nuclear factor 3 forkhead homolog 8) (HFH-8)	Foxf1	Fkhl5 Foxf1a Freac1 Hfh8		1347470;	15227;	yes
3.3.1.6.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXF	Q12947	http://tfclass.bioinf.med.uni-goettingen.de/	FOXF2_HUMAN	Forkhead box protein F2 (Forkhead-related activator 2) (FREAC-2) (Forkhead-related protein FKHL6) (Forkhead-related transcription factor 2)	FOXF2	FKHL6 FREAC2	3810;		2295;	yes
3.3.1.6.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXF	O54743	http://tfclass.bioinf.med.uni-goettingen.de/	FOXF2_MOUSE	Forkhead box protein F2 (Protein LUN)	Foxf2	Lun		1347479;	14238;	yes
3.3.1.7.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXG	P55316	http://tfclass.bioinf.med.uni-goettingen.de/	FOXG1_HUMAN	Forkhead box protein G1 (Brain factor 1) (BF-1) (BF1) (Brain factor 2) (BF-2) (BF2) (hBF-2) (Forkhead box protein G1A) (Forkhead box protein G1B) (Forkhead box protein G1C) (Forkhead-related protein FKHL1) (HFK1) (Forkhead-related protein FKHL2) (HFK2) (Forkhead-related protein FKHL3) (HFK3)	FOXG1	FKH2 FKHL1 FKHL2 FKHL3 FKHL4 FOXG1A FOXG1B FOXG1C	3811;		2290;	yes
3.3.1.7.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXG	Q60987	http://tfclass.bioinf.med.uni-goettingen.de/	FOXG1_MOUSE	Forkhead box protein G1 (FoxG1) (Brain factor 1) (BF-1) (BF1) (Forkhead-related protein FKHL1)	Foxg1	Fkhl1 Foxg1b Hfhbf1		1347464;	15228;	yes
3.3.1.8.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXH	O75593	http://tfclass.bioinf.med.uni-goettingen.de/	FOXH1_HUMAN	Forkhead box protein H1 (Forkhead activin signal transducer 1) (Fast-1) (hFAST-1) (Forkhead activin signal transducer 2) (Fast-2)	FOXH1	FAST1 FAST2	3814;		8928;	yes
3.3.1.8.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXH	O88621	http://tfclass.bioinf.med.uni-goettingen.de/	FOXH1_MOUSE	Forkhead box protein H1 (Forkhead activin signal transducer 1) (Fast-1) (Forkhead activin signal transducer 2) (Fast-2)	Foxh1	Fast1 Fast2		1347465;	14106;	yes
3.3.1.9.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXI	Q12951	http://tfclass.bioinf.med.uni-goettingen.de/	FOXI1_HUMAN	Forkhead box protein I1 (Forkhead-related protein FKHL10) (Forkhead-related transcription factor 6) (FREAC-6) (Hepatocyte nuclear factor 3 forkhead homolog 3) (HFH-3) (HNF-3/fork-head homolog 3)	FOXI1	FKHL10 FREAC6	3815;		2299;	yes
3.3.1.9.1	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXI	Q922I5	http://tfclass.bioinf.med.uni-goettingen.de/	FOXI1_MOUSE	Forkhead box protein I1	Foxi1			1096329;	14233;	yes
3.3.1.9.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXI	Q6ZQN5	http://tfclass.bioinf.med.uni-goettingen.de/	FOXI2_HUMAN	Forkhead box protein I2	FOXI2		32448;		399823;	yes
3.3.1.9.2	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXI	Q3I5G5	http://tfclass.bioinf.med.uni-goettingen.de/	FOXI2_MOUSE	Forkhead box protein I2	Foxi2			3028075;	270004;	yes
3.3.1.9.3	Helix-turn-helix domains	Fork head/winged helix factors	FOX	FOXI	A8MTJ6	http://genexplain.com/tfclass/huTF_classification.html	FOXI3_HUMAN	Forkhead box protein I3	FOXI3		35123;		344167;	yes
3.3.2.1.1	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q01094	http://tfclass.bioinf.med.uni-goettingen.de/	E2F1_HUMAN	Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1)	E2F1	RBBP3	3113;		1869;	yes
3.3.2.1.1	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q61501	http://tfclass.bioinf.med.uni-goettingen.de/	E2F1_MOUSE	Transcription factor E2F1 (E2F-1)	E2f1			101941;	13555;	yes
3.3.2.1.2	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q14209	http://tfclass.bioinf.med.uni-goettingen.de/	E2F2_HUMAN	Transcription factor E2F2 (E2F-2)	E2F2		3114;		1870;	yes
3.3.2.1.2	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	P56931	http://tfclass.bioinf.med.uni-goettingen.de/	E2F2_MOUSE	Transcription factor E2F2 (E2F-2)	E2f2			1096341;	242705;	yes
3.3.2.1.3	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	O00716	http://tfclass.bioinf.med.uni-goettingen.de/	E2F3_HUMAN	Transcription factor E2F3 (E2F-3)	E2F3	KIAA0075	3115;		1871;	yes
3.3.2.1.3	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	O35261	http://tfclass.bioinf.med.uni-goettingen.de/	E2F3_MOUSE	Transcription factor E2F3 (E2F-3)	E2f3			1096340;	13557;	yes
3.3.2.1.4	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q16254	http://tfclass.bioinf.med.uni-goettingen.de/	E2F4_HUMAN	Transcription factor E2F4 (E2F-4)	E2F4		3118;		1874;	yes
3.3.2.1.4	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q8R0K9	http://tfclass.bioinf.med.uni-goettingen.de/	E2F4_MOUSE	Transcription factor E2F4 (E2F-4)	E2f4			103012;	104394;	yes
3.3.2.1.5	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q15329	http://tfclass.bioinf.med.uni-goettingen.de/	E2F5_HUMAN	Transcription factor E2F5 (E2F-5)	E2F5		3119;		1875;	yes
3.3.2.1.5	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q61502	http://tfclass.bioinf.med.uni-goettingen.de/	E2F5_MOUSE	Transcription factor E2F5 (E2F-5)	E2f5			105091;	13559;	yes
3.3.2.1.6	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	O75461	http://tfclass.bioinf.med.uni-goettingen.de/	E2F6_HUMAN	Transcription factor E2F6 (E2F-6)	E2F6		3120;		1876;	yes
3.3.2.1.6	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	O54917	http://tfclass.bioinf.med.uni-goettingen.de/	E2F6_MOUSE	Transcription factor E2F6 (E2F-6) (E2F-binding site-modulating activity protein) (EMA)	E2f6			1354159;	50496;	yes
3.3.2.1.7	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q96AV8	http://tfclass.bioinf.med.uni-goettingen.de/	E2F7_HUMAN	Transcription factor E2F7 (E2F-7)	E2F7		23820;		144455;	yes
3.3.2.1.7	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q6S7F2	http://tfclass.bioinf.med.uni-goettingen.de/	E2F7_MOUSE	Transcription factor E2F7 (E2F-7)	E2f7			1289147;	52679;	yes
3.3.2.1.8	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	A0AVK6	http://tfclass.bioinf.med.uni-goettingen.de/	E2F8_HUMAN	Transcription factor E2F8 (E2F-8)	E2F8		24727;		79733;	yes
3.3.2.1.8	Helix-turn-helix domains	Fork head/winged helix factors	E2F	E2F	Q58FA4	http://tfclass.bioinf.med.uni-goettingen.de/	E2F8_MOUSE	Transcription factor E2F8 (E2F-8)	E2f8			1922038;	108961;	yes
3.3.2.2.1	Helix-turn-helix domains	Fork head/winged helix factors	E2F	DP1	Q14186	http://tfclass.bioinf.med.uni-goettingen.de/	TFDP1_HUMAN	Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1)	TFDP1	DP1	11749;		7027;	yes
3.3.2.2.1	Helix-turn-helix domains	Fork head/winged helix factors	E2F	DP1	Q08639	http://tfclass.bioinf.med.uni-goettingen.de/	TFDP1_MOUSE	Transcription factor Dp-1 (DRTF1-polypeptide 1) (E2F dimerization partner 1)	Tfdp1			101934;	21781;	yes
3.3.2.2.2	Helix-turn-helix domains	Fork head/winged helix factors	E2F	DP1	Q14188	http://tfclass.bioinf.med.uni-goettingen.de/	TFDP2_HUMAN	Transcription factor Dp-2 (E2F dimerization partner 2)	TFDP2	DP2	11751;		7029;	yes
3.3.2.2.2	Helix-turn-helix domains	Fork head/winged helix factors	E2F	DP1	Q64163	http://tfclass.bioinf.med.uni-goettingen.de/	TFDP2_MOUSE	Transcription factor Dp-2 (Dp-3) (E2F dimerization partner 2)	Tfdp2	Dp2		107167;		yes
3.3.2.2.3	Helix-turn-helix domains	Fork head/winged helix factors	E2F	DP1	Q5H9I0	http://tfclass.bioinf.med.uni-goettingen.de/	TFDP3_HUMAN	Transcription factor Dp family member 3 (Cancer/testis antigen 30) (CT30) (Hepatocellular carcinoma-associated antigen 661)	TFDP3	DP4 HCA661	24603;		51270;	no
3.3.3.0.1	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P22670	http://tfclass.bioinf.med.uni-goettingen.de/	RFX1_HUMAN	MHC class II regulatory factor RFX1 (Enhancer factor C) (EF-C) (Regulatory factor X 1) (RFX) (Transcription factor RFX1)	RFX1		9982;		5989;	yes
3.3.3.0.1	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P48377	http://tfclass.bioinf.med.uni-goettingen.de/	RFX1_MOUSE	MHC class II regulatory factor RFX1 (Regulatory factor X 1) (Transcription factor RFX1)	Rfx1			105982;	19724;	yes
3.3.3.0.2	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P48378	http://tfclass.bioinf.med.uni-goettingen.de/	RFX2_HUMAN	DNA-binding protein RFX2 (Regulatory factor X 2)	RFX2		9983;		5990;	yes
3.3.3.0.2	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P48379	http://tfclass.bioinf.med.uni-goettingen.de/	RFX2_MOUSE	DNA-binding protein RFX2 (Regulatory factor X 2)	Rfx2			106583;	19725;	yes
3.3.3.0.3	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P48380	http://tfclass.bioinf.med.uni-goettingen.de/	RFX3_HUMAN	Transcription factor RFX3 (Regulatory factor X 3)	RFX3		9984;		5991;	yes
3.3.3.0.3	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P48381	http://tfclass.bioinf.med.uni-goettingen.de/	RFX3_MOUSE	Transcription factor RFX3 (Regulatory factor X 3)	Rfx3			106582;	19726;	yes
3.3.3.0.4	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q33E94	http://tfclass.bioinf.med.uni-goettingen.de/	RFX4_HUMAN	Transcription factor RFX4 (Regulatory factor X 4) (Testis development protein NYD-SP10)	RFX4		9985;		5992;	yes
3.3.3.0.4	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q7TNK1	http://tfclass.bioinf.med.uni-goettingen.de/	RFX4_MOUSE	Transcription factor RFX4 (Regulatory factor X 4)	Rfx4			1918387;	71137;	yes
3.3.3.0.5	Helix-turn-helix domains	Fork head/winged helix factors	RFX		P48382	http://tfclass.bioinf.med.uni-goettingen.de/	RFX5_HUMAN	DNA-binding protein RFX5 (Regulatory factor X 5)	RFX5		9986;		5993;	yes
3.3.3.0.5	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q9JL61	http://tfclass.bioinf.med.uni-goettingen.de/	RFX5_MOUSE	DNA-binding protein Rfx5 (Regulatory factor X 5)	Rfx5			1858421;	53970;	yes
3.3.3.0.6	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q8HWS3	http://tfclass.bioinf.med.uni-goettingen.de/	RFX6_HUMAN	DNA-binding protein RFX6 (Regulatory factor X 6) (Regulatory factor X domain-containing protein 1)	RFX6	RFXDC1	21478;		222546;	yes
3.3.3.0.6	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q8C7R7	http://tfclass.bioinf.med.uni-goettingen.de/	RFX6_MOUSE	DNA-binding protein RFX6 (Regulatory factor X 6) (Regulatory factor X domain-containing protein 1)	Rfx6	Rfxdc1		2445208;	320995;	yes
3.3.3.0.7	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q2KHR2	http://tfclass.bioinf.med.uni-goettingen.de/	RFX7_HUMAN	DNA-binding protein RFX7 (Regulatory factor X 7) (Regulatory factor X domain-containing protein 2)	RFX7	RFXDC2	25777;		64864;	yes
3.3.3.0.8	Helix-turn-helix domains	Fork head/winged helix factors	RFX		Q6ZV50	http://tfclass.bioinf.med.uni-goettingen.de/	RFX8_HUMAN	DNA-binding protein RFX8 (Regulatory factor X 8)	RFX8		37253;		731220;	yes
3.3.3.0.8	Helix-turn-helix domains	Fork head/winged helix factors	RFX		D3YU81	http://tfclass.bioinf.med.uni-goettingen.de/	RFX8_MOUSE	DNA-binding protein RFX8 (Regulatory factor X 8)	Rfx8			3588206;	619289;	yes
3.4.1.0.1	Helix-turn-helix domains	Heat shock factors	HSF		Q00613	http://tfclass.bioinf.med.uni-goettingen.de/	HSF1_HUMAN	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	HSF1	HSTF1	5224;		3297;	yes
3.4.1.0.1	Helix-turn-helix domains	Heat shock factors	HSF		P38532	http://tfclass.bioinf.med.uni-goettingen.de/	HSF1_MOUSE	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	Hsf1			96238;	15499;	yes
